determination_status,app_date_day_of_week,acceptance_date_isNA,acc_date_day_of_week,time_to_acceptance,payment_sched_provided,business_type_claimant_Consultant,business_type_claimant_Developer,business_type_claimant_Head contractor,business_type_claimant_Major subcontractor,business_type_claimant_Manufacturer of building materials or components,business_type_claimant_Other,business_type_claimant_Project manager,business_type_claimant_Supplier,business_type_claimant_Trade Contractor,business_type_claimant_Trade subcontractor,business_structure_claimant_Ltd Company,business_structure_claimant_Other,business_structure_claimant_Partnership,business_structure_claimant_Pty Ltd Company,business_structure_claimant_Sole Trader,business_structure_claimant_Sole trader,business_structure_claimant_Trust,claimant_advisers_Claim preparer,claimant_advisers_Consultant,claimant_advisers_None,claimant_advisers_Not known,claimant_advisers_Solicitors,business_type_respondent_Developer,business_type_respondent_Head contractor,business_type_respondent_Major Subcontractor,business_type_respondent_Major subcontractor,business_type_respondent_Manufacturer of building materials or components,business_type_respondent_Other,business_type_respondent_Project manager,business_structure_respondent_Other,business_structure_respondent_Partnership,business_structure_respondent_Pty Ltd Company,business_structure_respondent_Sole Trader,business_structure_respondent_Trust,respondent_advisers_Consultant,respondent_advisers_None,respondent_advisers_Not determined,respondent_advisers_Not known,respondent_advisers_Response preparer,respondent_advisers_Solicitors,notice_sent_to_claimant_No,notice_sent_to_claimant_Not yet determined,notice_sent_to_claimant_Yes,extension_of_time_sought_No,extension_of_time_sought_No ,extension_of_time_sought_Not yet determined,extension_of_time_sought_Yes,claimed_amount,claim_region_inf,claim_region_1,claim_region_2,claim_region_3,irsad_score,decile_score,category_Construction,category_Design,category_Other,category_Supply
0,0.14285714285714285,1,0.28251599147121537,0.20335820895522388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6576884735403709,0,1,0,0,1.7411515202307266,1.0,0,0,1,0
0,0.14285714285714285,1,0.28251599147121537,0.20335820895522388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7039440475715821,0,1,0,0,-1.0542972052897688,0.3,0,0,1,0
1,0.14285714285714285,0,0.5714285714285714,0.15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.5506796394129436,0,1,0,0,0.8194089674915362,0.9,0,0,1,0
1,0.2857142857142857,0,0.14285714285714285,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.8581609055527033,0,0,0,1,0.16965602047866432,0.7,0,0,1,0
1,0.5714285714285714,0,0.2857142857142857,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.16708902690596894,0,1,0,0,2.209578063426053,1.0,1,0,0,0
1,0.5714285714285714,0,0.2857142857142857,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2986992326878477,0,1,0,0,2.1793569961231287,1.0,0,0,1,0
1,0.5714285714285714,0,0.42857142857142855,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.4486183374137116,0,0,0,1,-0.5556495947915182,0.4,0,0,0,1
1,0.14285714285714285,0,0.0,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.03258801809642295,0,0,0,1,0.15454548682720218,0.7,0,0,1,0
0,0.14285714285714285,1,0.28251599147121537,0.20335820895522388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6576884735403709,0,1,0,0,1.7411515202307266,1.0,0,0,1,0
0,0.14285714285714285,1,0.28251599147121537,0.20335820895522388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7039440475715821,0,1,0,0,-1.0542972052897688,0.3,0,0,1,0
0,0.2857142857142857,0,0.0,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.029164168065173884,0,1,0,0,1.2576144433839382,0.9,0,0,1,0
0,0.2857142857142857,0,0.0,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.316310178139219,0,1,0,0,0.9251827030517712,0.9,0,0,1,0
1,0.2857142857142857,0,0.5714285714285714,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.603002719013412,0,1,0,0,0.4567561598564449,0.8,1,0,0,0
1,0.2857142857142857,0,0.5714285714285714,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.6492583763542265,0,1,0,0,-1.0542972052897688,0.3,1,0,0,0
1,0.7142857142857143,0,0.0,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.3693482803514935,0,1,0,0,-1.4622816138792465,0.2,0,0,1,0
1,0.0,0,0.42857142857142855,0.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8383766948762199,0,1,0,0,1.454051380852946,1.0,1,0,0,0
1,0.14285714285714285,0,0.42857142857142855,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.10295506836813148,0,0,1,0,0.03366121761550509,0.6,0,0,1,0
1,0.0,0,0.42857142857142855,0.15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.22371855204283242,0,1,0,0,0.683414164628377,0.8,0,1,0,0
1,0.0,0,0.5714285714285714,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.5880600312503368,0,1,0,0,1.680709385624878,1.0,0,0,0,1
0,0.2857142857142857,1,0.28251599147121537,0.20335820895522388,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4503661514700201,0,0,0,1,-0.14766518620204055,0.6,0,0,1,0
1,0.2857142857142857,0,0.42857142857142855,0.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.3897403257035897,0,1,0,0,-0.41965479192835903,0.5,0,0,1,0
1,0.42857142857142855,0,0.5714285714285714,0.05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.3622490824030797,0,1,0,0,0.4567561598564449,0.8,1,0,0,0
0,0.42857142857142855,0,0.5714285714285714,0.05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.3622490824030797,0,1,0,0,0.4567561598564449,0.8,1,0,0,0
1,0.42857142857142855,0,0.14285714285714285,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.0987600761966359,0,1,0,0,0.7740773665371498,0.8,1,0,0,0
0,0.5714285714285714,1,0.28251599147121537,0.20335820895522388,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.092439421687382,0,0,0,1,-0.14766518620204055,0.6,0,0,1,0
1,0.8571428571428571,0,0.2857142857142857,0.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3969602424375619,0,1,0,0,-0.07211251794472986,0.6,0,0,1,0
1,0.14285714285714285,0,0.0,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.5668181779202786,0,1,0,0,1.3784987125956354,0.9,0,0,1,0
1,0.14285714285714285,0,0.42857142857142855,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.8799808165592942,0,0,1,0,1.2878355106868624,0.9,0,0,1,0
1,0.14285714285714285,0,0.42857142857142855,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.8835702462887848,0,1,0,0,0.683414164628377,0.8,0,0,1,0
1,0.2857142857142857,0,0.0,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.7099894876394786,0,1,0,0,-1.0542972052897688,0.3,1,0,0,0
1,0.2857142857142857,0,0.42857142857142855,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.6712572551590289,0,1,0,0,1.2273933760810138,0.9,0,1,0,0
1,0.2857142857142857,0,0.42857142857142855,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.47957883672553636,0,1,0,0,0.01855068396404296,0.6,0,1,0,0
0,0.2857142857142857,1,0.28251599147121537,0.20335820895522388,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.16730038319162807,0,1,0,0,0.683414164628377,0.8,0,1,0,0
1,0.2857142857142857,0,0.42857142857142855,0.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.215439647951307,0,1,0,0,2.1793569961231287,1.0,0,0,1,0
1,0.5714285714285714,0,0.2857142857142857,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.26209377770976483,0,0,0,1,-0.8276392005178367,0.3,1,0,0,0
1,0.5714285714285714,0,0.2857142857142857,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5300908050047334,0,1,0,0,0.3660929579476721,0.7,1,0,0,0
1,0.0,0,0.5714285714285714,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.4748101835131887,0,1,0,0,-1.5529448157880192,0.1,0,0,1,0
1,0.2857142857142857,0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.28285696476048305,0,0,0,1,0.12432441952427792,0.7,1,0,0,0
1,0.2857142857142857,0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.9839771958077216,0,0,0,1,-0.6916443976546774,0.4,1,0,0,0
1,0.42857142857142855,0,0.0,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.6794781542754245,0,1,0,0,2.209578063426053,1.0,0,0,1,0
1,0.7142857142857143,0,0.2857142857142857,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.22875669318099145,0,1,0,0,1.7864831211851129,1.0,0,0,1,0
1,0.0,0,0.14285714285714285,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6651629518695048,0,0,0,1,-0.5556495947915182,0.4,0,0,1,0
0,0.0,1,0.28251599147121537,0.20335820895522388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9926116111637928,0,1,0,0,0.01855068396404296,0.6,1,0,0,0
1,0.0,0,0.14285714285714285,0.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.4063782424712732,0,0,0,1,-0.44987585923128326,0.5,1,0,0,0
1,0.14285714285714285,0,0.5714285714285714,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.29733360649013485,0,1,0,0,0.01855068396404296,0.6,0,0,1,0
1,0.14285714285714285,0,0.5714285714285714,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.7715474554328373,0,1,0,0,-2.6711243059962175,0.1,0,0,1,0
0,0.42857142857142855,0,0.2857142857142857,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7219890655859169,0,1,0,0,1.7562620538821887,1.0,1,0,0,0
1,0.5714285714285714,0,0.2857142857142857,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.682123321226706,0,1,0,0,1.892256856745348,1.0,0,0,1,0
0,0.5714285714285714,1,0.28251599147121537,0.20335820895522388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13842792373873208,0,1,0,0,-2.323582032012588,0.1,0,0,1,0
1,0.14285714285714285,0,0.5714285714285714,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.6562716283296149,0,1,0,0,0.7589668328856877,0.8,1,0,0,0
1,0.14285714285714285,0,0.2857142857142857,0.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.7099894876394786,0,1,0,0,-1.0542972052897688,0.3,1,0,0,0
1,0.2857142857142857,0,0.42857142857142855,0.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.381124847376322,0,1,0,0,1.9526989913511965,1.0,1,0,0,0
0,0.5714285714285714,0,0.2857142857142857,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7479929281410898,0,1,0,0,1.348277645292711,0.9,0,0,1,0
0,0.5714285714285714,0,0.2857142857142857,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13835174530934177,0,1,0,0,2.1793569961231287,1.0,0,0,1,0
0,0.5714285714285714,0,0.2857142857142857,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09506781571986195,0,0,0,1,-0.9183024024266095,0.3,0,0,1,0
1,0.5714285714285714,0,0.2857142857142857,0.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.2411653444280464,0,0,0,1,1.1820617751266276,0.9,1,0,0,0
0,0.14285714285714285,1,0.28251599147121537,0.20335820895522388,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.588257139707216,0,1,0,0,2.0886937942143557,1.0,1,0,0,0
1,0.14285714285714285,0,0.5714285714285714,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.2538696874570501,0,1,0,0,2.209578063426053,1.0,0,1,0,0
1,0.42857142857142855,0,0.7142857142857143,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4600594673775769,0,0,1,0,0.03366121761550509,0.6,1,0,0,0
1,0.42857142857142855,0,0.14285714285714285,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.9909653753831119,0,1,0,0,1.7562620538821887,1.0,0,0,0,1
1,0.14285714285714285,0,0.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.4094656044912028,0,0,0,1,-0.2534389217622755,0.5,0,0,1,0
1,0.14285714285714285,0,0.5714285714285714,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.28285696476048305,0,1,0,0,-0.04189145064180559,0.6,1,0,0,0
1,0.42857142857142855,0,0.42857142857142855,0.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.13434678933311647,0,1,0,0,0.5927509627196041,0.8,0,0,1,0
0,0.0,0,0.42857142857142855,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.3512095384628934,0,1,0,0,1.2576144433839382,0.9,0,1,0,0
1,0.0,0,0.42857142857142855,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.852752586938753,0,1,0,0,0.5927509627196041,0.8,0,0,0,1
1,0.14285714285714285,0,0.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.23695113797393802,0,1,0,0,0.7287457655827634,0.8,0,0,1,0
1,0.14285714285714285,0,0.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.4076899963099144,0,1,0,0,1.8167041884880373,1.0,0,1,0,0
1,0.14285714285714285,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.31294462109583004,0,1,0,0,0.41142455890205853,0.8,0,0,0,1
1,0.14285714285714285,0,0.5714285714285714,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.31838160344261784,0,1,0,0,0.804298433840074,0.9,0,0,0,1
0,0.42857142857142855,1,0.28251599147121537,0.20335820895522388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.27258890987443846,0,1,0,0,-0.6463127967002911,0.4,0,0,1,0
1,0.5714285714285714,0,0.14285714285714285,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.11198207803752051,0,1,0,0,2.11891486151728,1.0,0,0,1,0
1,0.0,0,0.2857142857142857,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.09506781571986195,0,0,0,1,-0.9183024024266095,0.3,0,0,1,0
1,0.0,0,0.2857142857142857,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.11242294558710136,0,1,0,0,0.804298433840074,0.8,0,0,1,0
0,0.42857142857142855,1,0.28251599147121537,0.20335820895522388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05230052447915357,0,1,0,0,2.11891486151728,1.0,0,0,1,0
1,0.5714285714285714,0,0.2857142857142857,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.5287069115857748,0,0,1,0,0.03366121761550509,0.6,0,0,0,1
0,0.0,0,0.2857142857142857,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.20930550731546324,0,1,0,0,0.7287457655827634,0.8,0,0,1,0
1,0.2857142857142857,0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.05891768439652589,0,1,0,0,0.1998770877815886,0.7,0,0,1,0
0,0.42857142857142855,0,0.5714285714285714,0.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.49536251850607843,0,1,0,0,2.1793569961231287,1.0,0,1,0,0
0,0.42857142857142855,0,0.0,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.16147829785397544,0,0,0,1,0.26031922238743715,0.7,0,0,1,0
0,0.5714285714285714,0,0.42857142857142855,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.394325663320873,0,1,0,0,1.8015936548365752,1.0,0,0,1,0
0,0.0,1,0.28251599147121537,0.20335820895522388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35722942096697047,0,0,0,1,-1.41695001292486,0.2,0,0,1,0
0,0.14285714285714285,1,0.28251599147121537,0.20335820895522388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3745817375529745,0,0,0,1,1.121619640520779,0.9,0,0,1,0
